time,x,z
964.09,250338,10685.9
964.1,250341,10685.9
964.11,250343,10685.9
964.12,250346,10685.9
964.13,250349,10685.9
964.14,250351,10685.9
964.15,250354,10685.9
964.16,250356,10685.9
964.17,250359,10685.9
964.18,250362,10685.9
964.19,250364,10685.9
964.2,250367,10685.9
964.21,250369,10685.9
964.22,250372,10685.9
964.23,250374,10685.9
964.24,250377,10685.9
964.25,250380,10685.9
964.26,250382,10685.9
964.27,250385,10685.9
964.28,250387,10685.8
964.29,250390,10685.8
964.3,250393,10685.8
964.31,250395,10685.8
964.32,250398,10685.8
964.33,250400,10685.8
964.34,250403,10685.8
964.35,250406,10685.8
964.36,250408,10685.8
964.37,250411,10685.8
964.38,250413,10685.8
964.39,250416,10685.8
964.4,250419,10685.8
964.41,250421,10685.8
964.42,250424,10685.8
964.43,250426,10685.8
964.44,250429,10685.8
964.45,250432,10685.8
964.46,250434,10685.8
964.47,250437,10685.8
964.48,250439,10685.8
964.49,250442,10685.8
964.5,250445,10685.8
964.51,250447,10685.8
964.52,250450,10685.8
964.53,250452,10685.8
964.54,250455,10685.8
964.55,250458,10685.8
964.56,250460,10685.8
964.57,250463,10685.8
964.58,250465,10685.8
964.59,250468,10685.8
964.6,250471,10685.8
964.61,250473,10685.8
964.62,250476,10685.8
964.63,250478,10685.8
964.64,250481,10685.8
964.65,250484,10685.8
964.66,250486,10685.8
964.67,250489,10685.8
964.68,250491,10685.8
964.69,250494,10685.8
964.7,250497,10685.8
964.71,250499,10685.8
964.72,250502,10685.8
964.73,250504,10685.8
964.74,250507,10685.8
964.75,250510,10685.8
964.76,250512,10685.8
964.77,250515,10685.8
964.78,250517,10685.8
964.79,250520,10685.8
964.8,250523,10685.8
964.81,250525,10685.8
964.82,250528,10685.8
964.83,250530,10685.7
964.84,250533,10685.7
964.85,250535,10685.7
964.86,250538,10685.7
964.87,250541,10685.7
964.88,250543,10685.7
964.89,250546,10685.7
964.9,250548,10685.7
964.91,250551,10685.7
964.92,250554,10685.7
964.93,250556,10685.7
964.94,250559,10685.7
964.95,250561,10685.7
964.96,250564,10685.7
964.97,250567,10685.7
964.98,250569,10685.7
964.99,250572,10685.7
965,250574,10685.7
965.01,250577,10685.7
965.02,250580,10685.7
965.03,250582,10685.7
965.04,250585,10685.7
965.05,250587,10685.7
965.06,250590,10685.7
965.07,250593,10685.7
965.08,250595,10685.7
965.09,250598,10685.7
965.1,250600,10685.7
965.11,250603,10685.7
965.12,250606,10685.7
965.13,250608,10685.7
965.14,250611,10685.7
965.15,250613,10685.7
965.16,250616,10685.7
965.17,250619,10685.7
965.18,250621,10685.7
965.19,250624,10685.7
965.2,250626,10685.7
965.21,250629,10685.7
965.22,250632,10685.7
965.23,250634,10685.7
965.24,250637,10685.7
965.25,250639,10685.7
965.26,250642,10685.7
965.27,250645,10685.7
965.28,250647,10685.7
965.29,250650,10685.7
965.3,250652,10685.7
965.31,250655,10685.7
965.32,250658,10685.7
965.33,250660,10685.7
965.34,250663,10685.7
965.35,250665,10685.7
965.36,250668,10685.7
965.37,250671,10685.6
965.38,250673,10685.6
965.39,250676,10685.6
965.4,250678,10685.6
965.41,250681,10685.6
965.42,250684,10685.6
965.43,250686,10685.6
965.44,250689,10685.6
965.45,250691,10685.6
965.46,250694,10685.6
965.47,250697,10685.6
965.48,250699,10685.6
965.49,250702,10685.6
965.5,250704,10685.6
965.51,250707,10685.6
965.52,250709,10685.6
965.53,250712,10685.6
965.54,250715,10685.6
965.55,250717,10685.6
965.56,250720,10685.6
965.57,250722,10685.6
965.58,250725,10685.6
965.59,250728,10685.6
965.6,250730,10685.6
965.61,250733,10685.6
965.62,250735,10685.6
965.63,250738,10685.6
965.64,250741,10685.6
965.65,250743,10685.6
965.66,250746,10685.6
965.67,250748,10685.6
965.68,250751,10685.6
965.69,250754,10685.6
965.7,250756,10685.6
965.71,250759,10685.6
965.72,250761,10685.6
965.73,250764,10685.6
965.74,250767,10685.6
965.75,250769,10685.6
965.76,250772,10685.6
965.77,250774,10685.6
965.78,250777,10685.6
965.79,250780,10685.6
965.8,250782,10685.6
965.81,250785,10685.6
965.82,250787,10685.6
965.83,250790,10685.6
965.84,250793,10685.6
965.85,250795,10685.6
965.86,250798,10685.6
965.87,250800,10685.6
965.88,250803,10685.6
965.89,250806,10685.6
965.9,250808,10685.6
965.91,250811,10685.5
965.92,250813,10685.5
965.93,250816,10685.5
965.94,250819,10685.5
965.95,250821,10685.5
965.96,250824,10685.5
965.97,250826,10685.5
965.98,250829,10685.5
965.99,250832,10685.5
966,250834,10685.5
966.01,250837,10685.5
966.02,250839,10685.5
966.03,250842,10685.5
966.04,250845,10685.5
966.05,250847,10685.5
966.06,250850,10685.5
966.07,250852,10685.5
966.08,250855,10685.5
966.09,250858,10685.5
966.1,250860,10685.5
966.11,250863,10685.5
966.12,250865,10685.5
966.13,250868,10685.5
966.14,250871,10685.5
966.15,250873,10685.5
966.16,250876,10685.5
966.17,250878,10685.5
966.18,250881,10685.5
966.19,250883,10685.5
966.2,250886,10685.5
966.21,250889,10685.5
966.22,250891,10685.5
966.23,250894,10685.5
966.24,250896,10685.5
966.25,250899,10685.5
966.26,250902,10685.5
966.27,250904,10685.5
966.28,250907,10685.5
966.29,250909,10685.5
966.3,250912,10685.5
966.31,250915,10685.5
966.32,250917,10685.5
966.33,250920,10685.5
966.34,250922,10685.5
966.35,250925,10685.5
966.36,250928,10685.5
966.37,250930,10685.5
966.38,250933,10685.5
966.39,250935,10685.5
966.4,250938,10685.5
966.41,250941,10685.5
966.42,250943,10685.5
966.43,250946,10685.5
966.44,250948,10685.5
966.45,250951,10685.5
966.46,250954,10685.4
966.47,250956,10685.4
966.48,250959,10685.4
966.49,250961,10685.4
966.5,250964,10685.4
966.51,250967,10685.4
966.52,250969,10685.4
966.53,250972,10685.4
966.54,250974,10685.4
966.55,250977,10685.4
966.56,250980,10685.4
966.57,250982,10685.4
966.58,250985,10685.4
966.59,250987,10685.4
966.6,250990,10685.4
966.61,250993,10685.4
966.62,250995,10685.4
966.63,250998,10685.4
966.64,251000,10685.4
966.65,251003,10685.4
966.66,251006,10685.4
966.67,251008,10685.4
966.68,251011,10685.4
966.69,251013,10685.4
966.7,251016,10685.4
966.71,251019,10685.4
966.72,251021,10685.4
966.73,251024,10685.4
966.74,251026,10685.4
966.75,251029,10685.4
966.76,251032,10685.4
966.77,251034,10685.4
966.78,251037,10685.4
966.79,251039,10685.4
966.8,251042,10685.4
966.81,251045,10685.4
966.82,251047,10685.4
966.83,251050,10685.4
966.84,251052,10685.4
966.85,251055,10685.4
966.86,251057,10685.4
966.87,251060,10685.4
966.88,251063,10685.4
966.89,251065,10685.4
966.9,251068,10685.4
966.91,251070,10685.4
966.92,251073,10685.4
966.93,251076,10685.4
966.94,251078,10685.4
966.95,251081,10685.4
966.96,251083,10685.4
966.97,251086,10685.4
966.98,251089,10685.4
966.99,251091,10685.4
967,251094,10685.3
967.01,251096,10685.3
967.02,251099,10685.3
967.03,251102,10685.3
967.04,251104,10685.3
967.05,251107,10685.3
967.06,251109,10685.3
967.07,251112,10685.3
967.08,251115,10685.3
967.09,251117,10685.3
967.1,251120,10685.3
967.11,251122,10685.3
967.12,251125,10685.3
967.13,251128,10685.3
967.14,251130,10685.3
967.15,251133,10685.3
967.16,251135,10685.3
967.17,251138,10685.3
967.18,251141,10685.3
967.19,251143,10685.3
967.2,251146,10685.3
967.21,251148,10685.3
967.22,251151,10685.3
967.23,251154,10685.3
967.24,251156,10685.3
967.25,251159,10685.3
967.26,251161,10685.3
967.27,251164,10685.3
967.28,251167,10685.3
967.29,251169,10685.3
967.3,251172,10685.3
967.31,251174,10685.3
967.32,251177,10685.3
967.33,251180,10685.3
967.34,251182,10685.3
967.35,251185,10685.3
967.36,251187,10685.3
967.37,251190,10685.3
967.38,251193,10685.3
967.39,251195,10685.3
967.4,251198,10685.3
967.41,251200,10685.3
967.42,251203,10685.3
967.43,251206,10685.3
967.44,251208,10685.3
967.45,251211,10685.3
967.46,251213,10685.3
967.47,251216,10685.3
967.48,251219,10685.3
967.49,251221,10685.3
967.5,251224,10685.3
967.51,251226,10685.3
967.52,251229,10685.3
967.53,251231,10685.3
967.54,251234,10685.2
967.55,251237,10685.2
967.56,251239,10685.2
967.57,251242,10685.2
967.58,251244,10685.2
967.59,251247,10685.2
967.6,251250,10685.2
967.61,251252,10685.2
967.62,251255,10685.2
967.63,251257,10685.2
967.64,251260,10685.2
967.65,251263,10685.2
967.66,251265,10685.2
967.67,251268,10685.2
967.68,251270,10685.2
967.69,251273,10685.2
967.7,251276,10685.2
967.71,251278,10685.2
967.72,251281,10685.2
967.73,251283,10685.2
967.74,251286,10685.2
967.75,251289,10685.2
967.76,251291,10685.2
967.77,251294,10685.2
967.78,251296,10685.2
967.79,251299,10685.2
967.8,251302,10685.2
967.81,251304,10685.2
967.82,251307,10685.2
967.83,251309,10685.2
967.84,251312,10685.2
967.85,251315,10685.2
967.86,251317,10685.2
967.87,251320,10685.2
967.88,251322,10685.2
967.89,251325,10685.2
967.9,251328,10685.2
967.91,251330,10685.2
967.92,251333,10685.2
967.93,251335,10685.2
967.94,251338,10685.2
967.95,251341,10685.2
967.96,251343,10685.2
967.97,251346,10685.2
967.98,251348,10685.2
967.99,251351,10685.2
968,251354,10685.2
968.01,251356,10685.2
968.02,251359,10685.2
968.03,251361,10685.2
968.04,251364,10685.2
968.05,251367,10685.2
968.06,251369,10685.2
968.07,251372,10685.2
968.08,251374,10685.1
968.09,251377,10685.1
968.1,251380,10685.1
968.11,251382,10685.1
968.12,251385,10685.1
968.13,251387,10685.1
968.14,251390,10685.1
968.15,251393,10685.1
968.16,251395,10685.1
968.17,251398,10685.1
968.18,251400,10685.1
968.19,251403,10685.1
968.2,251405,10685.1
968.21,251408,10685.1
968.22,251411,10685.1
968.23,251413,10685.1
968.24,251416,10685.1
968.25,251418,10685.1
968.26,251421,10685.1
968.27,251424,10685.1
968.28,251426,10685.1
968.29,251429,10685.1
968.3,251431,10685.1
968.31,251434,10685.1
968.32,251437,10685.1
968.33,251439,10685.1
968.34,251442,10685.1
968.35,251444,10685.1
968.36,251447,10685.1
968.37,251450,10685.1
968.38,251452,10685.1
968.39,251455,10685.1
968.4,251457,10685.1
968.41,251460,10685.1
968.42,251463,10685.1
968.43,251465,10685.1
968.44,251468,10685.1
968.45,251470,10685.1
968.46,251473,10685.1
968.47,251476,10685.1
968.48,251478,10685.1
968.49,251481,10685.1
968.5,251483,10685.1
968.51,251486,10685.1
968.52,251489,10685.1
968.53,251491,10685.1
968.54,251494,10685.1
968.55,251496,10685.1
968.56,251499,10685.1
968.57,251502,10685.1
968.58,251504,10685.1
968.59,251507,10685.1
968.6,251509,10685.1
968.61,251512,10685.1
968.62,251515,10685.1
968.63,251517,10685
968.64,251520,10685
968.65,251522,10685
968.66,251525,10685
968.67,251528,10685
968.68,251530,10685
968.69,251533,10685
968.7,251535,10685
968.71,251538,10685
968.72,251541,10685
968.73,251543,10685
968.74,251546,10685
968.75,251548,10685
968.76,251551,10685
968.77,251554,10685
968.78,251556,10685
968.79,251559,10685
968.8,251561,10685
968.81,251564,10685
968.82,251567,10685
968.83,251569,10685
968.84,251572,10685
968.85,251574,10685
968.86,251577,10685
968.87,251580,10685
968.88,251582,10685
968.89,251585,10685
968.9,251587,10685
968.91,251590,10685
968.92,251592,10685
968.93,251595,10685
968.94,251598,10685
968.95,251600,10685
968.96,251603,10685
968.97,251605,10685
968.98,251608,10685
968.99,251611,10685
969,251613,10685
969.01,251616,10685
969.02,251618,10685
969.03,251621,10685
969.04,251624,10685
969.05,251626,10685
969.06,251629,10685
969.07,251631,10685
969.08,251634,10685
969.09,251637,10685
969.1,251639,10685
969.11,251642,10685
969.12,251644,10685
969.13,251647,10685
969.14,251650,10685
969.15,251652,10685
969.16,251655,10685
969.17,251657,10685
969.18,251660,10684.9
969.19,251663,10684.9
969.2,251665,10684.9
969.21,251668,10684.9
969.22,251670,10684.9
969.23,251673,10684.9
969.24,251676,10684.9
969.25,251678,10684.9
969.26,251681,10684.9
969.27,251683,10684.9
969.28,251686,10684.9
969.29,251689,10684.9
969.3,251691,10684.9
969.31,251694,10684.9
969.32,251696,10684.9
969.33,251699,10684.9
969.34,251702,10684.9
969.35,251704,10684.9
969.36,251707,10684.9
969.37,251709,10684.9
969.38,251712,10684.9
969.39,251715,10684.9
969.4,251717,10684.9
969.41,251720,10684.9
969.42,251722,10684.9
969.43,251725,10684.9
969.44,251728,10684.9
969.45,251730,10684.9
969.46,251733,10684.9
969.47,251735,10684.9
969.48,251738,10684.9
969.49,251741,10684.9
969.5,251743,10684.9
969.51,251746,10684.9
969.52,251748,10684.9
969.53,251751,10684.9
969.54,251754,10684.9
969.55,251756,10684.9
969.56,251759,10684.9
969.57,251761,10684.9
969.58,251764,10684.9
969.59,251767,10684.9
969.6,251769,10684.9
969.61,251772,10684.9
969.62,251774,10684.9
969.63,251777,10684.9
969.64,251779,10684.9
969.65,251782,10684.9
969.66,251785,10684.9
969.67,251787,10684.9
969.68,251790,10684.9
969.69,251792,10684.9
969.7,251795,10684.9
969.71,251798,10684.9
969.72,251800,10684.9
969.73,251803,10684.8
969.74,251805,10684.8
969.75,251808,10684.8
969.76,251811,10684.8
969.77,251813,10684.8
969.78,251816,10684.8
969.79,251818,10684.8
969.8,251821,10684.8
969.81,251824,10684.8
969.82,251826,10684.8
969.83,251829,10684.8
969.84,251831,10684.8
969.85,251834,10684.8
969.86,251837,10684.8
969.87,251839,10684.8
969.88,251842,10684.8
969.89,251844,10684.8
969.9,251847,10684.8
969.91,251850,10684.8
969.92,251852,10684.8
969.93,251855,10684.8
969.94,251857,10684.8
969.95,251860,10684.8
969.96,251863,10684.8
969.97,251865,10684.8
969.98,251868,10684.8
969.99,251870,10684.8
970,251873,10684.8
970.01,251876,10684.8
970.02,251878,10684.8
970.03,251881,10684.8
970.04,251883,10684.8
970.05,251886,10684.8
970.06,251889,10684.8
970.07,251891,10684.8
970.08,251894,10684.8
970.09,251896,10684.8
970.1,251899,10684.8
970.11,251902,10684.8
970.12,251904,10684.8
970.13,251907,10684.8
970.14,251909,10684.8
970.15,251912,10684.8
970.16,251915,10684.8
970.17,251917,10684.8
970.18,251920,10684.8
970.19,251922,10684.8
970.2,251925,10684.8
970.21,251928,10684.8
970.22,251930,10684.8
970.23,251933,10684.8
970.24,251935,10684.8
970.25,251938,10684.8
970.26,251941,10684.8
970.27,251943,10684.8
970.28,251946,10684.7
970.29,251948,10684.7
970.3,251951,10684.7
970.31,251954,10684.7
970.32,251956,10684.7
970.33,251959,10684.7
970.34,251961,10684.7
970.35,251964,10684.7
970.36,251966,10684.7
970.37,251969,10684.7
970.38,251972,10684.7
970.39,251974,10684.7
970.4,251977,10684.7
970.41,251979,10684.7
970.42,251982,10684.7
970.43,251985,10684.7
970.44,251987,10684.7
970.45,251990,10684.7
970.46,251992,10684.7
970.47,251995,10684.7
970.48,251998,10684.7
970.49,252000,10684.7
970.5,252003,10684.7
970.51,252005,10684.7
970.52,252008,10684.7
970.53,252011,10684.7
970.54,252013,10684.7
970.55,252016,10684.7
970.56,252018,10684.7
970.57,252021,10684.7
970.58,252024,10684.7
970.59,252026,10684.7
970.6,252029,10684.7
970.61,252031,10684.7
970.62,252034,10684.7
970.63,252037,10684.7
970.64,252039,10684.7
970.65,252042,10684.7
970.66,252044,10684.7
970.67,252047,10684.7
970.68,252050,10684.7
970.69,252052,10684.7
970.7,252055,10684.7
970.71,252057,10684.7
970.72,252060,10684.7
970.73,252063,10684.7
970.74,252065,10684.7
970.75,252068,10684.7
970.76,252070,10684.7
970.77,252073,10684.7
970.78,252076,10684.7
970.79,252078,10684.7
970.8,252081,10684.7
970.81,252083,10684.7
970.82,252086,10684.7
970.83,252089,10684.7
970.84,252091,10684.6
970.85,252094,10684.6
970.86,252096,10684.6
970.87,252099,10684.6
970.88,252102,10684.6
970.89,252104,10684.6
970.9,252107,10684.6
970.91,252109,10684.6
970.92,252112,10684.6
970.93,252115,10684.6
970.94,252117,10684.6
970.95,252120,10684.6
970.96,252122,10684.6
970.97,252125,10684.6
970.98,252128,10684.6
970.99,252130,10684.6
971,252133,10684.6
971.01,252135,10684.6
971.02,252138,10684.6
971.03,252141,10684.6
971.04,252143,10684.6
971.05,252146,10684.6
971.06,252148,10684.6
971.07,252151,10684.6
971.08,252154,10684.6
971.09,252156,10684.6
971.1,252159,10684.6
971.11,252161,10684.6
971.12,252164,10684.6
971.13,252166,10684.6
971.14,252169,10684.6
971.15,252172,10684.6
971.16,252174,10684.6
971.17,252177,10684.6
971.18,252179,10684.6
971.19,252182,10684.6
971.2,252185,10684.6
971.21,252187,10684.6
971.22,252190,10684.6
971.23,252192,10684.6
971.24,252195,10684.6
971.25,252198,10684.6
971.26,252200,10684.6
971.27,252203,10684.6
971.28,252205,10684.6
971.29,252208,10684.6
971.3,252211,10684.6
971.31,252213,10684.6
971.32,252216,10684.6
971.33,252218,10684.6
971.34,252221,10684.6
971.35,252224,10684.6
971.36,252226,10684.6
971.37,252229,10684.6
971.38,252231,10684.6
971.39,252234,10684.6
971.4,252237,10684.5
971.41,252239,10684.5
971.42,252242,10684.5
971.43,252244,10684.5
971.44,252247,10684.5
971.45,252250,10684.5
971.46,252252,10684.5
971.47,252255,10684.5
971.48,252257,10684.5
971.49,252260,10684.5
971.5,252263,10684.5
971.51,252265,10684.5
971.52,252268,10684.5
971.53,252270,10684.5
971.54,252273,10684.5
971.55,252276,10684.5
971.56,252278,10684.5
971.57,252281,10684.5
971.58,252283,10684.5
971.59,252286,10684.5
971.6,252289,10684.5
971.61,252291,10684.5
971.62,252294,10684.5
971.63,252296,10684.5
971.64,252299,10684.5
971.65,252302,10684.5
971.66,252304,10684.5
971.67,252307,10684.5
971.68,252309,10684.5
971.69,252312,10684.5
971.7,252315,10684.5
971.71,252317,10684.5
971.72,252320,10684.5
971.73,252322,10684.5
971.74,252325,10684.5
971.75,252328,10684.5
971.76,252330,10684.5
971.77,252333,10684.5
971.78,252335,10684.5
971.79,252338,10684.5
971.8,252341,10684.5
971.81,252343,10684.5
971.82,252346,10684.5
971.83,252348,10684.5
971.84,252351,10684.5
971.85,252353,10684.5
971.86,252356,10684.5
971.87,252359,10684.5
971.88,252361,10684.5
971.89,252364,10684.5
971.9,252366,10684.5
971.91,252369,10684.5
971.92,252372,10684.5
971.93,252374,10684.5
971.94,252377,10684.5
971.95,252379,10684.5
971.96,252382,10684.5
971.97,252385,10684.4
971.98,252387,10684.4
971.99,252390,10684.4
972,252392,10684.4
972.01,252395,10684.4
972.02,252398,10684.4
972.03,252400,10684.4
972.04,252403,10684.4
972.05,252405,10684.4
972.06,252408,10684.4
972.07,252411,10684.4
972.08,252413,10684.4
972.09,252416,10684.4
972.1,252418,10684.4
972.11,252421,10684.4
972.12,252424,10684.4
972.13,252426,10684.4
972.14,252429,10684.4
972.15,252431,10684.4
972.16,252434,10684.4
972.17,252437,10684.4
972.18,252439,10684.4
972.19,252442,10684.4
972.2,252444,10684.4
972.21,252447,10684.4
972.22,252450,10684.4
972.23,252452,10684.4
972.24,252455,10684.4
972.25,252457,10684.4
972.26,252460,10684.4
972.27,252463,10684.4
972.28,252465,10684.4
972.29,252468,10684.4
972.3,252470,10684.4
972.31,252473,10684.4
972.32,252476,10684.4
972.33,252478,10684.4
972.34,252481,10684.4
972.35,252483,10684.4
972.36,252486,10684.4
972.37,252489,10684.4
972.38,252491,10684.4
972.39,252494,10684.4
972.4,252496,10684.4
972.41,252499,10684.4
972.42,252502,10684.4
972.43,252504,10684.4
972.44,252507,10684.4
972.45,252509,10684.4
972.46,252512,10684.4
972.47,252515,10684.4
972.48,252517,10684.4
972.49,252520,10684.4
972.5,252522,10684.4
972.51,252525,10684.4
972.52,252528,10684.4
972.53,252530,10684.4
972.54,252533,10684.3
972.55,252535,10684.3
972.56,252538,10684.3
972.57,252541,10684.3
972.58,252543,10684.3
972.59,252546,10684.3
972.6,252548,10684.3
972.61,252551,10684.3
972.62,252553,10684.3
972.63,252556,10684.3
972.64,252559,10684.3
972.65,252561,10684.3
972.66,252564,10684.3
972.67,252566,10684.3
972.68,252569,10684.3
972.69,252572,10684.3
972.7,252574,10684.3
972.71,252577,10684.3
972.72,252579,10684.3
972.73,252582,10684.3
972.74,252585,10684.3
972.75,252587,10684.3
972.76,252590,10684.3
972.77,252592,10684.3
972.78,252595,10684.3
972.79,252598,10684.3
972.8,252600,10684.3
972.81,252603,10684.3
972.82,252605,10684.3
972.83,252608,10684.3
972.84,252611,10684.3
972.85,252613,10684.3
972.86,252616,10684.3
972.87,252618,10684.3
972.88,252621,10684.3
972.89,252624,10684.3
972.9,252626,10684.3
972.91,252629,10684.3
972.92,252631,10684.3
972.93,252634,10684.3
972.94,252637,10684.3
972.95,252639,10684.3
972.96,252642,10684.3
972.97,252644,10684.3
972.98,252647,10684.3
972.99,252650,10684.3
973,252652,10684.3
973.01,252655,10684.3
973.02,252657,10684.3
973.03,252660,10684.3
973.04,252663,10684.3
973.05,252665,10684.3
973.06,252668,10684.3
973.07,252670,10684.3
973.08,252673,10684.3
973.09,252676,10684.3
973.1,252678,10684.3
973.11,252681,10684.3
973.12,252683,10684.2
973.13,252686,10684.2
973.14,252689,10684.2
973.15,252691,10684.2
973.16,252694,10684.2
973.17,252696,10684.2
973.18,252699,10684.2
973.19,252702,10684.2
973.2,252704,10684.2
973.21,252707,10684.2
973.22,252709,10684.2
973.23,252712,10684.2
973.24,252715,10684.2
973.25,252717,10684.2
973.26,252720,10684.2
973.27,252722,10684.2
973.28,252725,10684.2
973.29,252728,10684.2
973.3,252730,10684.2
973.31,252733,10684.2
973.32,252735,10684.2
973.33,252738,10684.2
973.34,252741,10684.2
973.35,252743,10684.2
973.36,252746,10684.2
973.37,252748,10684.2
973.38,252751,10684.2
973.39,252754,10684.2
973.4,252756,10684.2
973.41,252759,10684.2
973.42,252761,10684.2
973.43,252764,10684.2
973.44,252766,10684.2
973.45,252769,10684.2
973.46,252772,10684.2
973.47,252774,10684.2
973.48,252777,10684.2
973.49,252779,10684.2
973.5,252782,10684.2
973.51,252785,10684.2
973.52,252787,10684.2
973.53,252790,10684.2
973.54,252792,10684.2
973.55,252795,10684.2
973.56,252798,10684.2
973.57,252800,10684.2
973.58,252803,10684.2
973.59,252805,10684.2
973.6,252808,10684.2
973.61,252811,10684.2
973.62,252813,10684.2
973.63,252816,10684.2
973.64,252818,10684.2
973.65,252821,10684.2
973.66,252824,10684.2
973.67,252826,10684.2
973.68,252829,10684.2
973.69,252831,10684.2
973.7,252834,10684.2
973.71,252837,10684.1
973.72,252839,10684.1
973.73,252842,10684.1
973.74,252844,10684.1
973.75,252847,10684.1
973.76,252850,10684.1
973.77,252852,10684.1
973.78,252855,10684.1
973.79,252857,10684.1
973.8,252860,10684.1
973.81,252863,10684.1
973.82,252865,10684.1
973.83,252868,10684.1
973.84,252870,10684.1
973.85,252873,10684.1
973.86,252876,10684.1
973.87,252878,10684.1
973.88,252881,10684.1
973.89,252883,10684.1
973.9,252886,10684.1
973.91,252889,10684.1
973.92,252891,10684.1
973.93,252894,10684.1
973.94,252896,10684.1
973.95,252899,10684.1
973.96,252902,10684.1
973.97,252904,10684.1
973.98,252907,10684.1
973.99,252909,10684.1
974,252912,10684.1
974.01,252915,10684.1
974.02,252917,10684.1
974.03,252920,10684.1
974.04,252922,10684.1
974.05,252925,10684.1
974.06,252928,10684.1
974.07,252930,10684.1
974.08,252933,10684.1
974.09,252935,10684.1
974.1,252938,10684.1
974.11,252941,10684.1
974.12,252943,10684.1
974.13,252946,10684.1
974.14,252948,10684.1
974.15,252951,10684.1
974.16,252954,10684.1
974.17,252956,10684.1
974.18,252959,10684.1
974.19,252961,10684.1
974.2,252964,10684.1
974.21,252966,10684.1
974.22,252969,10684.1
974.23,252972,10684.1
974.24,252974,10684.1
974.25,252977,10684.1
974.26,252979,10684.1
974.27,252982,10684.1
974.28,252985,10684.1
974.29,252987,10684.1
974.3,252990,10684.1
974.31,252992,10684
974.32,252995,10684
974.33,252998,10684
974.34,253000,10684
974.35,253003,10684
974.36,253005,10684
974.37,253008,10684
974.38,253011,10684
974.39,253013,10684
974.4,253016,10684
974.41,253018,10684
974.42,253021,10684
974.43,253024,10684
974.44,253026,10684
974.45,253029,10684
974.46,253031,10684
974.47,253034,10684
974.48,253037,10684
974.49,253039,10684
974.5,253042,10684
974.51,253044,10684
974.52,253047,10684
974.53,253050,10684
974.54,253052,10684
974.55,253055,10684
974.56,253057,10684
974.57,253060,10684
974.58,253063,10684
974.59,253065,10684
974.6,253068,10684
974.61,253070,10684
974.62,253073,10684
974.63,253076,10684
974.64,253078,10684
974.65,253081,10684
974.66,253083,10684
974.67,253086,10684
974.68,253089,10684
974.69,253091,10684
974.7,253094,10684
974.71,253096,10684
974.72,253099,10684
974.73,253102,10684
974.74,253104,10684
974.75,253107,10684
974.76,253109,10684
974.77,253112,10684
974.78,253115,10684
974.79,253117,10684
974.8,253120,10684
974.81,253122,10684
974.82,253125,10684
974.83,253128,10684
974.84,253130,10684
974.85,253133,10684
974.86,253135,10684
974.87,253138,10684
974.88,253141,10684
974.89,253143,10684
974.9,253146,10684
974.91,253148,10684
974.92,253151,10683.9
974.93,253154,10683.9
974.94,253156,10683.9
974.95,253159,10683.9
974.96,253161,10683.9
974.97,253164,10683.9
974.98,253167,10683.9
974.99,253169,10683.9
975,253172,10683.9
975.01,253174,10683.9
975.02,253177,10683.9
975.03,253179,10683.9
975.04,253182,10683.9
975.05,253185,10683.9
975.06,253187,10683.9
975.07,253190,10683.9
975.08,253192,10683.9
975.09,253195,10683.9
975.1,253198,10683.9
975.11,253200,10683.9
975.12,253203,10683.9
975.13,253205,10683.9
975.14,253208,10683.9
975.15,253211,10683.9
975.16,253213,10683.9
975.17,253216,10683.9
975.18,253218,10683.9
975.19,253221,10683.9
975.2,253224,10683.9
975.21,253226,10683.9
975.22,253229,10683.9
975.23,253231,10683.9
975.24,253234,10683.9
975.25,253237,10683.9
975.26,253239,10683.9
975.27,253242,10683.9
975.28,253244,10683.9
975.29,253247,10683.9
975.3,253250,10683.9
975.31,253252,10683.9
975.32,253255,10683.9
975.33,253257,10683.9
975.34,253260,10683.9
975.35,253263,10683.9
975.36,253265,10683.9
975.37,253268,10683.9
975.38,253270,10683.9
975.39,253273,10683.9
975.4,253276,10683.9
975.41,253278,10683.9
975.42,253281,10683.9
975.43,253283,10683.9
975.44,253286,10683.9
975.45,253289,10683.9
975.46,253291,10683.9
975.47,253294,10683.9
975.48,253296,10683.9
975.49,253299,10683.9
975.5,253302,10683.9
975.51,253304,10683.9
975.52,253307,10683.9
975.53,253309,10683.9
975.54,253312,10683.8
975.55,253315,10683.8
975.56,253317,10683.8
975.57,253320,10683.8
975.58,253322,10683.8
975.59,253325,10683.8
975.6,253328,10683.8
975.61,253330,10683.8
975.62,253333,10683.8
975.63,253335,10683.8
975.64,253338,10683.8
975.65,253341,10683.8
975.66,253343,10683.8
975.67,253346,10683.8
975.68,253348,10683.8
975.69,253351,10683.8
975.7,253354,10683.8
975.71,253356,10683.8
975.72,253359,10683.8
975.73,253361,10683.8
975.74,253364,10683.8
975.75,253367,10683.8
975.76,253369,10683.8
975.77,253372,10683.8
975.78,253374,10683.8
975.79,253377,10683.8
975.8,253380,10683.8
975.81,253382,10683.8
975.82,253385,10683.8
975.83,253387,10683.8
975.84,253390,10683.8
975.85,253393,10683.8
975.86,253395,10683.8
975.87,253398,10683.8
975.88,253400,10683.8
975.89,253403,10683.8
975.9,253405,10683.8
975.91,253408,10683.8
975.92,253411,10683.8
975.93,253413,10683.8
975.94,253416,10683.8
975.95,253418,10683.8
