# fitness=158.751
# z_env,vz_env,vtot_env,pitch_env,gamma_env,cmd_thrust,cmd_prof
4,8,6,7,5,0.0399858,-0.440306
4,8,6,7,6,0.434698,-0.59843
4,9,6,7,6,0.757722,0.66992
4,9,6,8,6,0.141005,-0.127006
4,9,6,8,7,0.266269,-0.170806
5,0,7,2,0,0.349721,0.55952
4,0,7,1,0,0.371434,-0.642408
4,0,7,0,2,0.53495,-0.675489
2,4,7,5,4,0.63468,0.746995
2,7,7,4,5,0.162258,-0.07567
2,7,7,5,5,0.808698,-0.217367
2,6,7,4,5,0.852995,-0.757052
2,6,7,5,5,0.254168,0.485285
3,8,7,6,5,0.337047,0.169761
3,2,6,5,3,0.897865,0.143759
3,3,6,4,3,0.0482812,-0.846913
3,3,6,5,3,0.0933359,0.252432
3,3,6,5,4,0.829151,0.131784
3,3,6,4,4,0.568525,-0.705429
3,4,6,5,4,0.99129,-0.00521026
3,5,6,5,4,0.993669,-0.206564
3,5,6,4,4,0.957256,0.768926
3,4,6,4,4,0.135442,0.975018
3,4,6,6,4,0.356412,0.953992
3,5,6,6,4,0.324791,-0.947714
3,6,6,6,5,0.317391,-0.711329
3,6,6,7,5,0.0872002,-0.187408
3,7,6,7,5,0.0751592,0.331203
3,7,6,8,5,0.693471,0.19492
3,8,6,8,5,0.672971,-0.0653598
3,9,5,5,6,0.810401,0.172382
3,9,5,4,6,0.486608,-0.255262
3,9,5,3,6,0.449994,-0.163618
3,8,5,3,6,0.865032,-0.434912
3,8,5,3,5,0.503693,0.343036
3,7,6,6,5,0.404461,-0.767036
3,9,5,8,7,0.0238649,0.922706
3,6,6,5,5,0.871862,-0.148152
3,8,6,7,5,0.854608,-0.91268
3,4,7,5,4,0.681635,-0.690401
3,5,7,5,4,0.387266,0.139831
3,9,7,7,5,0.366202,0.128122
5,0,7,0,2,0.661758,0.25353
5,0,7,3,2,0.548309,-0.203381
3,6,5,3,5,0.852897,0.172599
